customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
JM-152504,38,6,3158,4,3,3,High-value
JM-152651,54,11,8818,3,4,4,High-value
JM-152652,385,6,1096,1,3,2,At-risk
JM-152653,183,7,3318,2,3,3,Loyal
JM-152654,38,5,1804,4,3,2,Loyal
JM-155351,24,7,3973,4,3,4,High-value
JM-155352,15,5,1201,4,3,2,Loyal
JM-155353,906,1,35,1,1,1,At-risk
JM-155354,103,7,1733,3,3,2,Loyal
JM-155801,416,8,4838,1,4,4,Loyal
JM-155802,133,5,2108,2,3,3,Loyal
JM-155803,120,6,6050,2,3,4,Loyal
JM-155804,1,5,305,4,3,1,Loyal
JM-156551,216,10,5566,2,4,4,High-value
JM-156552,159,8,6473,2,4,4,High-value
JM-156553,48,11,3393,3,4,3,High-value
JM-156554,9,5,865,4,3,2,Loyal
JM-158651,69,6,4020,3,3,4,High-value
JM-158652,192,11,6585,2,4,4,High-value
JM-158653,183,5,2613,2,3,3,Loyal
JM-158654,110,7,7624,2,3,4,Loyal
JM-161951,203,8,2539,2,4,3,Loyal
JM-161952,436,4,336,1,2,1,At-risk
JM-161953,294,3,2117,1,1,3,At-risk
JM-161954,58,10,2834,3,4,3,High-value
JM-52501,7,3,1956,4,1,3,Recent
JM-52502,135,2,467,2,1,1,At-risk
JM-52651,258,3,708,2,1,1,At-risk
JM-52652,121,1,424,2,1,1,At-risk
JM-55351,244,2,73,2,1,1,At-risk
JM-55352,640,3,774,1,1,2,At-risk
JM-55801,50,3,715,3,1,1,Recent
JM-55802,70,2,165,3,1,1,Recent
JM-56551,123,6,2336,2,3,3,Loyal
JM-56552,513,1,1164,1,1,2,At-risk
JM-56553,464,1,102,1,1,1,At-risk
JM-58651,71,4,697,3,2,1,Recent
JM-58652,764,1,349,1,1,1,At-risk
JM-58653,162,1,498,2,1,1,At-risk
JM-61951,118,3,535,2,1,1,At-risk
JM-61952,13,5,666,4,3,1,Loyal
JO-151451,70,4,2538,3,2,3,Recent
JO-151452,276,7,4024,1,3,4,Loyal
JO-151453,91,3,624,3,1,1,Recent
JO-151454,58,9,3257,3,4,3,High-value
JO-152801,15,7,2069,4,3,3,High-value
JO-152802,401,1,886,1,1,2,At-risk
JO-152803,211,7,2234,2,3,3,Loyal
JO-152804,93,6,1934,3,3,3,Loyal
JO-155501,72,5,1106,3,3,2,Loyal
JO-155502,133,4,756,2,2,2,At-risk
JO-155503,139,5,1050,2,3,2,Loyal
JO-155504,216,5,1092,2,3,2,Loyal
JO-51451,260,3,2255,2,1,3,At-risk
JO-51452,6,3,650,4,1,1,Recent
JO-52801,20,4,1696,4,2,2,Recent
JO-55501,13,4,1880,4,2,2,Recent
JO-55502,78,5,2325,3,3,3,Loyal
JP-154601,81,6,4266,3,3,4,High-value
JP-154602,311,7,3163,1,3,3,Loyal
JP-154603,37,6,1818,4,3,2,Loyal
JP-154604,38,7,1669,4,3,2,Loyal
JP-155201,147,4,3872,2,2,4,Loyal
JP-155202,206,7,4867,2,3,4,Loyal
JP-155203,63,8,4055,3,4,4,High-value
JP-155204,9,7,3638,4,3,3,High-value
JP-161351,57,11,4659,3,4,4,High-value
JP-161352,192,10,2948,2,4,3,Loyal
JP-161353,44,4,849,3,2,2,Recent
JP-161354,103,9,1706,3,4,2,Loyal
JP-54601,387,1,113,1,1,1,At-risk
JP-54602,189,1,503,2,1,1,At-risk
JP-54603,420,8,2680,1,4,3,Loyal
JP-55201,584,1,1213,1,1,2,At-risk
JP-55202,644,1,133,1,1,1,At-risk
JP-55203,113,2,881,2,1,2,At-risk
JP-61351,87,3,231,3,1,1,Recent
JP-61352,27,5,4201,4,3,4,High-value
JR-156701,582,5,5919,1,3,4,Loyal
JR-156702,13,8,3510,4,4,3,High-value
JR-156703,234,5,2753,2,3,3,Loyal
JR-156704,594,2,1157,1,1,2,At-risk
JR-157001,71,6,5295,3,3,4,High-value
JR-157002,8,3,1538,4,1,2,Recent
JR-157003,80,8,1873,3,4,2,Loyal
JR-157004,69,1,864,3,1,2,Recent
JR-162101,66,5,6360,3,3,4,High-value
JR-162102,19,7,1888,4,3,2,Loyal
JR-162103,106,4,2141,3,2,3,Recent
JR-162104,34,5,2202,4,3,3,High-value
JR-56701,602,2,1480,1,1,2,At-risk
JR-56702,129,4,1106,2,2,2,At-risk
JR-57001,14,3,1409,4,1,2,Recent
JR-57002,416,3,263,1,1,1,At-risk
JR-62101,38,3,617,4,1,1,Recent
JR-62102,499,1,169,1,1,1,At-risk
JR-62103,563,2,248,1,1,1,At-risk
JS-155951,159,4,5975,2,2,4,Loyal
JS-155952,48,6,1099,3,3,2,Loyal
JS-155953,6,4,845,4,2,2,Recent
JS-155954,120,4,1418,2,2,2,At-risk
JS-156851,41,7,7329,4,3,4,High-value
JS-156852,193,7,1746,2,3,2,Loyal
JS-156853,156,8,4132,2,4,4,High-value
JS-156854,43,4,1130,3,2,2,Recent
JS-158801,146,6,3345,2,3,3,Loyal
JS-158802,12,6,2373,4,3,3,High-value
JS-158803,199,3,858,2,1,2,At-risk
JS-158804,535,5,3868,1,3,4,Loyal
JS-159401,1080,1,22,1,1,1,At-risk
JS-159402,6,5,2143,4,3,3,High-value
JS-159403,239,4,1243,2,2,2,At-risk
JS-159404,464,5,471,1,3,1,At-risk
JS-160301,147,14,13219,2,4,4,High-value
JS-160302,141,7,1146,2,3,2,Loyal
JS-160303,22,5,2337,4,3,3,High-value
JS-160304,29,6,2519,4,3,3,High-value
JS-55951,1031,2,59,1,1,1,At-risk
JS-55952,1218,1,138,1,1,1,At-risk
JS-55953,680,3,608,1,1,1,At-risk
JS-56851,143,2,263,2,1,1,At-risk
JS-56852,276,3,1681,1,1,2,At-risk
JS-58801,209,3,973,2,1,2,At-risk
JS-58802,300,3,772,1,1,2,At-risk
JS-59401,135,3,755,2,1,2,At-risk
JS-59402,24,1,17,4,1,1,Recent
JS-59403,202,9,2158,2,4,3,Loyal
JS-60301,219,2,1122,2,1,2,At-risk
JS-60302,703,1,431,1,1,1,At-risk
JS-60303,870,1,19,1,1,1,At-risk
JW-152201,13,11,7827,4,4,4,High-value
JW-152202,15,12,6622,4,4,4,High-value
JW-152203,17,5,933,4,3,2,Loyal
JW-152204,43,6,7722,3,3,4,High-value
JW-159551,82,8,4628,3,4,4,High-value
JW-159552,125,8,4086,2,4,4,High-value
JW-159553,133,7,683,2,3,1,At-risk
JW-159554,6,7,1245,4,3,2,Loyal
JW-160751,2,9,7352,4,4,4,High-value
JW-160752,117,7,8113,2,3,4,Loyal
JW-160753,261,5,2959,2,3,3,Loyal
JW-160754,462,4,1428,1,2,2,At-risk
JW-52201,187,2,6173,2,1,4,Loyal
JW-52202,101,4,1011,3,2,2,Recent
JW-59551,927,1,249,1,1,1,At-risk
JW-59552,107,1,58,3,1,1,Recent
JW-60751,631,3,644,1,1,1,At-risk
JW-60752,267,1,102,2,1,1,At-risk
KA-165251,30,12,5763,4,4,4,High-value
KA-165252,17,9,7125,4,4,4,High-value
KA-165253,42,7,3039,3,3,3,Loyal
KA-165254,37,7,1520,4,3,2,Loyal
KA-65251,292,4,407,1,2,1,At-risk
KA-65252,94,3,1022,3,1,2,Recent
KB-162401,97,5,2930,3,3,3,Loyal
KB-162402,34,8,1158,4,4,2,High-value
KB-162403,6,7,2661,4,3,3,High-value
KB-162404,5,7,3152,4,3,3,High-value
KB-163151,3,8,5181,4,4,4,High-value
KB-163152,69,7,3956,3,3,4,High-value
KB-163153,933,5,3834,1,3,4,Loyal
KB-163154,297,9,1568,1,4,2,Loyal
KB-164051,20,11,6075,4,4,4,High-value
KB-164052,96,6,5858,3,3,4,High-value
KB-164053,42,8,946,3,4,2,Loyal
KB-164054,118,3,909,2,1,2,At-risk
KB-165851,253,6,8274,2,3,4,Loyal
KB-165852,94,5,4440,3,3,4,High-value
KB-165853,541,4,926,1,2,2,At-risk
KB-165854,231,12,2745,2,4,3,Loyal
KB-166001,87,8,5897,3,4,4,High-value
KB-166002,87,4,598,3,2,1,Recent
KB-166003,2,6,2818,4,3,3,High-value
KB-166004,2,7,984,4,3,2,Loyal
KB-62401,318,3,868,1,1,2,At-risk
KB-62402,202,4,1077,2,2,2,At-risk
KB-63151,392,5,1109,1,3,2,At-risk
KB-63152,23,6,1846,4,3,2,Loyal
KB-64051,388,3,239,1,1,1,At-risk
KB-65851,372,2,217,1,1,1,At-risk
KB-66001,10,6,608,4,3,1,Loyal
KB-66002,856,1,29,1,1,1,At-risk
KB-66003,64,4,531,3,2,1,Recent
KC-162551,62,8,3037,3,4,3,High-value
KC-162552,45,3,1439,3,1,2,Recent
KC-162553,62,10,2725,3,4,3,High-value
KC-162554,408,6,2122,1,3,3,Loyal
KC-165401,43,6,6689,3,3,4,High-value
KC-165402,42,6,1721,3,3,2,Loyal
KC-165403,54,9,6577,3,4,4,High-value
KC-165404,98,4,3908,3,2,4,Recent
KC-166751,3,4,1752,4,2,2,Recent
KC-166752,100,8,7362,3,4,4,High-value
KC-166753,300,7,3272,1,3,3,Loyal
KC-166754,58,4,1145,3,2,2,Recent
KC-62551,540,3,698,1,1,1,At-risk
KC-62552,58,5,395,3,3,1,Loyal
KC-65401,38,3,175,4,1,1,Recent
KC-65402,34,4,331,4,2,1,Recent
KC-66751,721,1,19,1,1,1,At-risk
KC-66752,20,2,373,4,1,1,Recent
KD-162701,37,9,7873,4,4,4,High-value
KD-162702,107,7,3562,3,3,3,Loyal
KD-162703,40,8,3488,4,4,3,High-value
KD-162704,485,5,8282,1,3,4,Loyal
KD-163451,210,4,5411,2,2,4,Loyal
KD-163452,132,4,3658,2,2,3,Loyal
KD-163453,1393,1,201,1,1,1,At-risk
KD-163454,42,6,1889,3,3,2,Loyal
KD-164951,47,10,9576,3,4,4,High-value
KD-164952,56,10,5900,3,4,4,High-value
KD-164953,239,4,1336,2,2,2,At-risk
KD-164954,113,12,8184,2,4,4,High-value
KD-166151,444,4,1042,1,2,2,At-risk
KD-166152,126,7,6685,2,3,4,Loyal
KD-166153,76,8,2376,3,4,3,High-value
KD-166154,290,5,2245,1,3,3,Loyal
KD-62701,812,1,813,1,1,2,At-risk
KD-63451,58,4,364,3,2,1,Recent
KD-63452,76,2,173,3,1,1,Recent
KD-64951,399,2,938,1,1,2,At-risk
KD-64952,713,2,517,1,1,1,At-risk
KD-66151,187,3,205,2,1,1,At-risk
KE-164201,150,13,3589,2,4,3,Loyal
KE-164202,427,4,1983,1,2,3,At-risk
KE-164203,117,6,5671,2,3,4,Loyal
KE-164204,27,8,1686,4,4,2,High-value
KE-64201,252,3,573,2,1,1,At-risk
KE-64202,1281,1,51,1,1,1,At-risk
KF-162851,49,3,2166,3,1,3,Recent
KF-162852,38,6,1326,4,3,2,Loyal
KF-162853,479,5,1070,1,3,2,At-risk
KF-162854,98,7,10606,3,3,4,High-value
KF-62851,776,3,291,1,1,1,At-risk
KF-62852,33,6,2808,4,3,3,High-value
KH-163301,17,11,9625,4,4,4,High-value
KH-163302,437,4,1544,1,2,2,At-risk
KH-163303,426,3,563,1,1,1,At-risk
KH-163304,41,8,3313,4,4,3,High-value
KH-163601,51,8,4062,3,4,4,High-value
KH-163602,175,4,864,2,2,2,At-risk
KH-163603,6,10,1958,4,4,3,High-value
KH-163604,2,6,3102,4,3,3,High-value
KH-165101,145,8,6705,2,4,4,High-value
KH-165102,37,7,1409,4,3,2,Loyal
KH-165103,226,4,1277,2,2,2,At-risk
KH-165104,23,7,5954,4,3,4,High-value
KH-166301,44,4,274,3,2,1,Recent
KH-166302,9,8,1434,4,4,2,High-value
KH-166303,28,6,1597,4,3,2,Loyal
KH-166304,59,9,3920,3,4,4,High-value
KH-166901,134,11,4562,2,4,4,High-value
KH-166902,103,14,4761,3,4,4,High-value
KH-166903,36,7,2844,4,3,3,High-value
KH-166904,3,7,5991,4,3,4,High-value
KH-63301,103,6,1311,3,3,2,Loyal
KH-63302,20,7,2058,4,3,3,High-value
KH-63601,119,4,1616,2,2,2,At-risk
KH-63602,101,3,608,3,1,1,Recent
KH-65101,16,5,1473,4,3,2,Loyal
KH-65102,502,2,72,1,1,1,At-risk
KH-66301,938,1,340,1,1,1,At-risk
KH-66302,327,4,1456,1,2,2,At-risk
KH-66901,239,3,405,2,1,1,At-risk
KH-66902,1272,1,52,1,1,1,At-risk
KH-66903,269,3,1241,2,1,2,At-risk
KL-165551,16,5,1796,4,3,2,Loyal
KL-165552,122,7,2771,2,3,3,Loyal
KL-165553,86,6,2480,3,3,3,Loyal
KL-165554,17,8,5019,4,4,4,High-value
KL-166451,168,5,3364,2,3,3,Loyal
KL-166452,129,7,4556,2,3,4,Loyal
KL-166453,127,4,457,2,2,1,At-risk
KL-166454,48,12,14175,3,4,4,High-value
KL-65551,206,4,1401,2,2,2,At-risk
KL-65552,176,3,781,2,1,2,At-risk
KL-66451,1,3,1340,4,1,2,Recent
KL-66452,147,2,235,2,1,1,At-risk
KM-162251,1,8,5006,4,4,4,High-value
KM-162252,163,2,203,2,1,1,At-risk
KM-162253,230,2,282,2,1,1,At-risk
KM-162254,15,6,2261,4,3,3,High-value
KM-163751,28,4,2191,4,2,3,Recent
KM-163752,111,8,6772,2,4,4,High-value
KM-163753,3,8,1813,4,4,2,High-value
KM-163754,57,8,5622,3,4,4,High-value
KM-166601,49,12,6362,3,4,4,High-value
KM-166602,114,7,3059,2,3,3,Loyal
KM-166603,323,5,909,1,3,2,At-risk
KM-166604,16,5,454,4,3,1,Loyal
KM-167201,115,3,5084,2,1,4,Loyal
KM-167202,343,5,2368,1,3,3,Loyal
KM-167203,108,7,1678,3,3,2,Loyal
KM-167204,29,8,4910,4,4,4,High-value
KM-62251,372,1,7,1,1,1,At-risk
KM-62252,491,2,884,1,1,2,At-risk
KM-63751,325,2,1355,1,1,2,At-risk
KM-63752,566,1,197,1,1,1,At-risk
KM-63753,322,2,572,1,1,1,At-risk
KM-66601,31,1,19,4,1,1,Recent
KM-66602,84,2,170,3,1,1,Recent
KM-67201,350,3,2928,1,1,3,At-risk
KN-163901,209,9,6633,2,4,4,High-value
KN-163902,150,5,7376,2,3,4,Loyal
KN-163903,63,6,2724,3,3,3,Loyal
KN-163904,20,9,2618,4,4,3,High-value
KN-164501,38,10,8187,4,4,4,High-value
KN-164502,101,7,1685,3,3,2,Loyal
KN-164503,387,4,4252,1,2,4,Loyal
KN-164504,53,5,2171,3,3,3,Loyal
KN-167051,387,4,2614,1,2,3,At-risk
KN-167052,1113,3,548,1,1,1,At-risk
KN-167053,664,4,441,1,2,1,At-risk
KN-167054,99,8,2280,3,4,3,High-value
KN-63901,756,1,117,1,1,1,At-risk
KN-63902,274,2,201,1,1,1,At-risk
KN-64501,94,6,1221,3,3,2,Loyal
KN-64502,121,2,548,2,1,1,At-risk
KN-67051,1291,1,318,1,1,1,At-risk
KN-67052,124,4,4514,2,2,4,Loyal
KS-163001,441,5,1979,1,3,3,Loyal
KS-163002,36,7,2051,4,3,3,High-value
KS-163003,307,6,984,1,3,2,At-risk
KS-163004,296,3,89,1,1,1,At-risk
KS-63001,472,3,113,1,2,1,At-risk
KS-63002,107,1,109,3,1,1,Recent
KT-164651,98,9,4421,3,4,4,High-value
KT-164652,44,5,796,3,3,2,Loyal
KT-164653,69,11,7450,3,4,4,High-value
KT-164654,392,7,3058,1,3,3,Loyal
KT-164801,28,5,1271,4,3,2,Loyal
KT-164802,135,3,159,2,2,1,At-risk
KT-164803,546,2,170,1,1,1,At-risk
KT-164804,101,10,4642,3,4,4,High-value
KT-64651,1135,2,939,1,1,2,At-risk
KT-64652,106,1,48,3,1,1,Recent
KT-64653,185,4,545,2,2,1,At-risk
KT-64801,148,5,1720,2,3,2,Loyal
KT-64802,85,2,400,3,1,1,Recent
KW-164351,27,3,1409,4,2,2,Recent
KW-164352,269,10,7658,2,4,4,High-value
KW-164353,83,5,1835,3,3,2,Loyal
KW-164354,97,5,4418,3,3,4,High-value
KW-165701,23,12,5505,4,4,4,High-value
KW-165702,125,6,1717,2,3,2,Loyal
KW-165703,112,12,1585,2,4,2,Loyal
KW-165704,772,4,449,1,2,1,At-risk
KW-64351,148,4,427,2,2,1,At-risk
KW-65701,49,2,549,3,1,1,Recent
KW-65702,240,4,2028,2,2,3,Loyal
LA-167801,128,12,8091,2,4,4,High-value
LA-167802,14,9,6678,4,4,4,High-value
LA-167803,84,2,832,3,1,2,Recent
LA-167804,155,11,8674,2,4,4,High-value
LA-67801,79,3,559,3,2,1,Recent
LA-67802,2,9,3030,4,4,3,High-value
LB-167351,573,4,2161,1,2,3,At-risk
LB-167352,10,8,1780,4,4,2,High-value
LB-167353,44,14,8694,3,4,4,High-value
LB-167354,49,3,50,3,2,1,Recent
LB-167951,224,9,8487,2,4,4,High-value
LB-167952,40,6,8613,4,3,4,High-value
LB-167953,48,8,2504,3,4,3,High-value
LB-167954,153,8,4986,2,4,4,High-value
LB-67351,138,3,743,2,2,2,At-risk
LB-67352,920,1,114,1,1,1,At-risk
LB-67353,156,3,1041,2,2,2,At-risk
LB-67951,104,3,247,3,2,1,Recent
LB-67952,57,5,1550,3,3,2,Loyal
LC-168701,215,6,4570,2,3,4,Loyal
LC-168702,495,3,1392,1,2,2,At-risk
LC-168703,106,4,1317,3,2,2,Recent
LC-168704,28,8,2579,4,4,3,High-value
LC-168851,141,8,4867,2,4,4,High-value
LC-168852,290,4,1506,1,2,2,At-risk
LC-168853,41,5,3025,4,3,3,High-value
LC-168854,17,12,7662,4,4,4,High-value
LC-169301,106,7,2629,3,3,3,Loyal
LC-169302,50,7,2689,3,3,3,Loyal
LC-169303,54,4,1848,3,2,2,Recent
LC-169304,42,8,4492,3,4,4,High-value
LC-169601,80,5,4611,3,3,4,High-value
LC-169602,62,8,3477,3,4,3,High-value
LC-169603,3,5,478,4,3,1,Loyal
LC-169604,437,4,3247,1,2,3,At-risk
LC-170501,108,5,1780,3,3,2,Loyal
LC-170502,5,6,4298,4,3,4,High-value
LC-170503,108,7,4760,3,3,4,High-value
LC-170504,55,5,2096,3,3,3,Loyal
LC-171401,14,5,2287,4,3,3,High-value
LC-171402,47,8,6100,3,4,4,High-value
LC-171403,45,8,2106,3,4,3,High-value
LC-171404,14,9,2633,4,4,3,High-value
LC-68701,105,2,294,3,1,1,Recent
LC-68702,24,6,926,4,3,2,Loyal
LC-68851,210,7,1711,2,3,2,Loyal
LC-68852,769,1,95,1,1,1,At-risk
LC-68853,652,1,23,1,1,1,At-risk
LC-69301,72,6,3984,3,3,4,High-value
LC-69302,292,3,1096,1,2,2,At-risk
LC-69601,413,4,1905,1,2,3,At-risk
LC-69602,192,4,583,2,2,1,At-risk
LC-70501,8,5,1909,4,3,3,High-value
LC-70502,7,2,5284,4,1,4,Recent
LC-71401,264,1,1309,2,1,2,At-risk
LC-71402,1157,1,922,1,1,2,At-risk
LC-71403,17,4,725,4,2,1,Recent
LD-168551,364,7,1475,1,3,2,At-risk
LD-168552,105,9,8109,3,4,4,High-value
LD-168553,43,13,3770,3,4,4,High-value
LD-168554,553,1,5,1,1,1,At-risk
LD-170051,85,9,5389,3,4,4,High-value
LD-170052,120,8,1956,2,4,3,Loyal
LD-170053,50,6,2154,3,3,3,Loyal
LD-170054,415,4,1963,1,2,3,At-risk
LD-68551,81,5,1703,3,3,2,Loyal
LD-68552,155,3,1119,2,2,2,At-risk
LD-70051,1211,1,61,1,1,1,At-risk
LD-70052,44,1,19,3,1,1,Recent
LD-70053,486,4,282,1,2,1,At-risk
LE-168101,15,9,2499,4,4,3,High-value
LE-168102,82,8,5938,3,4,4,High-value
LE-168103,295,1,521,1,1,1,At-risk
LE-168104,22,6,1469,4,3,2,Loyal
LE-68101,64,6,1050,3,3,2,Loyal
LF-171851,50,5,3870,3,3,4,High-value
LF-171852,34,8,4989,4,4,4,High-value
LF-171853,476,2,76,1,1,1,At-risk
LF-171854,23,7,3931,4,3,4,High-value
LF-71851,785,2,351,1,1,1,At-risk
LF-71852,178,3,205,2,2,1,At-risk
LH-167501,48,4,646,3,2,1,Recent
LH-167502,444,2,842,1,1,2,At-risk
LH-167503,13,13,6172,4,4,4,High-value
LH-167504,152,3,288,2,2,1,At-risk
LH-169001,175,9,5730,2,4,4,High-value
LH-169002,139,4,689,2,2,1,At-risk
LH-169003,177,7,3384,2,3,3,Loyal
LH-169004,22,9,2298,4,4,3,High-value
LH-170201,199,3,2632,2,2,3,Loyal
LH-170202,210,4,1361,2,2,2,At-risk
LH-170203,42,7,3880,3,3,4,High-value
LH-170204,240,4,318,2,2,1,At-risk
LH-171551,76,14,5667,3,4,4,High-value
LH-171552,573,4,6577,1,2,4,Loyal
LH-171553,735,2,78,1,1,1,At-risk
LH-171554,386,9,1740,1,4,2,Loyal
LH-67501,758,2,312,1,1,1,At-risk
LH-67502,126,3,433,2,2,1,At-risk
LH-69001,307,2,815,1,1,2,At-risk
LH-69002,1329,1,25,1,1,1,At-risk
LH-70201,59,2,969,3,1,2,Recent
LH-70202,1046,1,4,1,1,1,At-risk
LH-71551,250,1,137,2,1,1,At-risk
LH-71552,850,1,152,1,1,1,At-risk
LH-71553,128,6,2937,2,3,3,Loyal
LL-168401,118,5,2678,2,3,3,Loyal
LL-168402,212,8,4256,2,4,4,High-value
LL-168403,27,7,1613,4,3,2,Loyal
LL-168404,250,6,2740,2,3,3,Loyal
LL-68401,36,4,3082,4,2,3,Recent
LL-68402,43,5,570,3,3,1,Loyal
LM-170651,85,7,5588,3,3,4,High-value
LM-170652,390,2,1687,1,1,2,At-risk
LM-170653,191,4,628,2,2,1,At-risk
LM-170654,392,5,1347,1,3,2,At-risk
LM-70651,56,3,1616,3,2,2,Recent
LM-70652,8,1,4665,4,1,4,Recent
LO-171701,47,8,4683,3,4,4,High-value
LO-171702,115,10,3470,2,4,3,Loyal
LO-171703,120,5,2462,2,3,3,Loyal
LO-171704,3,5,644,4,3,1,Loyal
LO-71701,5,4,1349,4,2,2,Recent
LO-71702,99,3,933,3,2,2,Recent
LP-170801,76,5,2949,3,3,3,Loyal
LP-170802,56,7,1128,3,3,2,Loyal
LP-170803,231,8,2799,2,4,3,Loyal
LP-170804,41,4,757,4,2,2,Recent
LP-170951,78,8,4733,3,4,4,High-value
LP-170952,363,4,1493,1,2,2,At-risk
LP-170953,20,7,5720,4,3,4,High-value
LP-170954,10,7,3654,4,3,3,High-value
LP-70801,244,4,1625,2,2,2,At-risk
LP-70802,185,3,207,2,2,1,At-risk
LP-70951,1,1,4,4,1,1,Recent
LP-70952,577,1,238,1,1,1,At-risk
LP-70953,117,2,769,2,1,2,At-risk
LR-169151,244,5,6098,2,3,4,Loyal
LR-169152,133,8,8429,2,4,4,High-value
LR-169153,150,7,2765,2,3,3,Loyal
LR-169154,27,6,5143,4,3,4,High-value
LR-170351,55,6,4601,3,3,4,High-value
LR-170352,251,7,5989,2,3,4,Loyal
LR-170353,46,8,3652,3,4,3,High-value
LR-170354,133,5,1880,2,3,2,Loyal
LR-69151,1246,1,49,1,1,1,At-risk
LR-69152,685,2,419,1,1,1,At-risk
LR-70351,107,6,1864,3,3,2,Loyal
LR-70352,146,3,813,2,2,2,At-risk
LS-169451,221,4,4275,2,2,4,Loyal
LS-169452,28,5,1979,4,3,3,High-value
LS-169453,83,5,1321,3,3,2,Loyal
LS-169454,179,6,2845,2,3,3,Loyal
LS-169751,251,4,1977,2,2,3,Loyal
LS-169752,54,3,1123,3,2,2,Recent
LS-169753,64,6,2560,3,3,3,Loyal
LS-169754,21,9,2989,4,4,3,High-value
LS-172001,16,8,4036,4,4,4,High-value
LS-172002,416,3,3216,1,2,3,At-risk
LS-172003,76,7,6997,3,3,4,High-value
LS-172004,97,6,1009,3,3,2,Loyal
LS-172301,5,9,5888,4,4,4,High-value
LS-172302,211,6,2369,2,3,3,Loyal
LS-172303,191,6,1949,2,3,3,Loyal
LS-172304,778,3,368,1,2,1,At-risk
LS-172451,225,7,3639,2,3,3,Loyal
LS-172452,334,3,893,1,2,2,At-risk
LS-172453,51,8,5219,3,4,4,High-value
LS-172454,35,6,1007,4,3,2,Loyal
LS-69451,191,5,1321,2,3,2,Loyal
LS-69452,610,1,194,1,1,1,At-risk
LS-69453,7,6,1210,4,3,2,Loyal
LS-69751,179,3,217,2,2,1,At-risk
LS-69752,313,1,451,1,1,1,At-risk
LS-69753,841,1,49,1,1,1,At-risk
LS-72001,384,4,341,1,2,1,At-risk
LS-72301,275,4,505,1,2,1,At-risk
LS-72302,100,6,660,3,3,1,Loyal
LS-72451,374,4,915,1,2,2,At-risk
LS-72452,218,2,40,2,1,1,At-risk
LT-167651,7,10,7225,4,4,4,High-value
LT-167652,139,6,4891,2,3,4,Loyal
LT-167653,72,11,4808,3,4,4,High-value
LT-167654,27,3,330,4,2,1,Recent
LT-171101,212,8,4690,2,4,4,High-value
LT-171102,55,7,4197,3,3,4,High-value
LT-171103,286,3,1163,1,2,2,At-risk
LT-171104,35,8,2935,4,4,3,High-value
LT-67651,615,2,1279,1,1,2,At-risk
LT-67652,9,1,29,4,1,1,Recent
LT-67653,721,1,57,1,1,1,At-risk
LT-71101,56,4,7853,3,2,4,Recent
LT-71102,78,2,379,3,1,1,Recent
LW-168251,63,8,2026,3,4,3,High-value
LW-168252,23,5,5260,4,3,4,High-value
LW-168253,133,2,469,2,1,1,At-risk
LW-168254,89,5,2239,3,3,3,Loyal
LW-169901,576,4,1151,1,2,2,At-risk
LW-169902,132,7,4275,2,3,4,Loyal
LW-169903,24,6,456,4,3,1,Loyal
LW-169904,34,6,3232,4,3,3,High-value
LW-171251,526,1,529,1,1,1,At-risk
LW-171252,56,9,2329,3,4,3,High-value
LW-171253,42,3,1252,3,2,2,Recent
LW-171254,206,3,1259,2,2,2,At-risk
LW-172151,44,8,2914,3,4,3,High-value
LW-172152,276,4,404,1,2,1,At-risk
LW-172153,244,5,1789,2,3,2,Loyal
LW-172154,22,7,5422,4,3,4,High-value
LW-68251,57,5,329,3,3,1,Loyal
LW-68252,33,6,550,4,3,1,Loyal
LW-69901,24,3,172,4,2,1,Recent
LW-69902,15,8,1696,4,4,2,High-value
LW-71251,34,5,2012,4,3,3,High-value
LW-71252,203,4,664,2,2,1,At-risk
LW-72151,133,3,896,2,2,2,At-risk
LW-72152,313,1,277,1,1,1,At-risk
LW-72153,469,1,349,1,1,1,At-risk
MA-175601,218,5,1209,2,3,2,Loyal
MA-175602,129,4,2823,2,2,3,Loyal
MA-175603,104,4,2486,3,2,3,Recent
MA-175604,65,11,4300,3,4,4,High-value
MA-179951,120,6,4311,2,3,4,Loyal
MA-179952,123,4,1634,2,2,2,At-risk
MA-179953,43,6,1607,3,3,2,Loyal
MA-179954,187,6,2453,2,3,3,Loyal
MA-75601,233,1,559,2,1,1,At-risk
MA-75602,861,3,1070,1,2,2,At-risk
MA-79951,356,8,1558,1,4,2,Loyal
MA-79952,139,1,130,2,1,1,At-risk
MA-79953,17,2,240,4,1,1,Recent
MB-173051,191,4,7524,2,2,4,Loyal
MB-173052,2,10,5086,4,4,4,High-value
MB-173053,106,3,2573,3,2,3,Recent
MB-173054,49,10,1547,3,4,2,Loyal
MB-180851,113,4,6116,2,2,4,Loyal
MB-180852,105,9,1735,3,4,2,Loyal
MB-180853,84,10,5466,3,4,4,High-value
MB-180854,45,7,1429,3,3,2,Loyal
MB-73051,202,4,4215,2,2,4,Loyal
MB-73052,23,4,662,4,2,1,Recent
MB-80851,12,2,139,4,1,1,Recent
MB-80852,92,6,1566,3,3,2,Loyal
MC-172751,45,9,2443,3,4,3,High-value
MC-172752,108,9,2843,3,4,3,High-value
MC-172753,143,8,3672,2,4,3,Loyal
MC-172754,77,8,2727,3,4,3,High-value
MC-174251,24,10,4780,4,4,4,High-value
MC-174252,442,4,526,1,2,1,At-risk
